run,idi_ratio
1,0.071
2,0.092
3,0.079
4,0.072
5,0.078
6,0.083
7,0.083
8,0.074
9,0.066
10,0.086
11,0.072
12,0.085
13,0.085
14,0.058
15,0.079
16,0.078
17,0.076
18,0.071
19,0.079
20,0.08
