run,idi_ratio
1,0.557
2,0.559
3,0.628
4,0.591
5,0.494
6,0.535
7,0.609
8,0.486
9,0.554
10,0.492
11,0.597
12,0.606
13,0.555
14,0.529
15,0.602
16,0.566
17,0.584
18,0.574
19,0.52
20,0.563
