run,idi_ratio
1,0.389
2,0.381
3,0.358
4,0.329
5,0.395
6,0.354
7,0.378
8,0.335
9,0.357
10,0.352
11,0.36
12,0.361
13,0.368
14,0.351
15,0.387
16,0.34
17,0.315
18,0.351
19,0.396
20,0.411
