run,idi_ratio
1,0.684
2,0.679
3,0.63
4,0.65
5,0.666
6,0.651
7,0.688
8,0.661
9,0.67
10,0.622
11,0.635
12,0.665
13,0.652
14,0.661
15,0.671
16,0.692
17,0.699
18,0.613
19,0.684
20,0.645
