run,idi_ratio
1,0.038
2,0.041
3,0.03
4,0.039
5,0.031
6,0.04
7,0.034
8,0.046
9,0.029
10,0.033
11,0.03
12,0.038
13,0.036
14,0.038
15,0.034
16,0.039
17,0.036
18,0.042
19,0.034
20,0.027
