run,idi_ratio
1,0.159
2,0.141
3,0.152
4,0.224
5,0.2
6,0.187
7,0.139
8,0.161
9,0.144
10,0.15
11,0.158
12,0.147
13,0.176
14,0.156
15,0.157
16,0.155
17,0.154
18,0.129
19,0.142
20,0.143
