run,idi_ratio
1,0.584
2,0.603
3,0.526
4,0.556
5,0.583
6,0.572
7,0.535
8,0.564
9,0.581
10,0.56
11,0.552
12,0.551
13,0.634
14,0.516
15,0.553
16,0.56
17,0.54
18,0.565
19,0.616
20,0.508
