run,idi_ratio
1,0.141
2,0.16
3,0.161
4,0.144
5,0.149
6,0.149
7,0.17
8,0.163
9,0.142
10,0.138
11,0.159
12,0.139
13,0.16
14,0.156
15,0.137
16,0.132
17,0.144
18,0.147
19,0.161
20,0.157
