run,idi_ratio
1,0.031
2,0.009
3,0.018
4,0.012
5,0.019
6,0.013
7,0.02
8,0.016
9,0.018
10,0.014
11,0.013
12,0.02
13,0.019
14,0.022
15,0.019
16,0.012
17,0.017
18,0.023
19,0.018
20,0.024
