run,idi_ratio
1,0.033
2,0.033
3,0.034
4,0.029
5,0.034
6,0.033
7,0.033
8,0.03
9,0.03
10,0.027
11,0.036
12,0.037
13,0.045
14,0.034
15,0.033
16,0.032
17,0.032
18,0.027
19,0.036
20,0.035
