run,idi_ratio
1,0.551
2,0.571
3,0.591
4,0.579
5,0.576
6,0.582
7,0.579
8,0.567
9,0.565
10,0.565
11,0.576
12,0.549
13,0.558
14,0.558
15,0.552
16,0.576
17,0.556
18,0.54
19,0.566
20,0.563
