run,idi_ratio
1,0.599
2,0.587
3,0.594
4,0.571
5,0.565
6,0.582
7,0.588
8,0.601
9,0.586
10,0.62
11,0.591
12,0.597
13,0.591
14,0.585
15,0.589
16,0.588
17,0.59
18,0.599
19,0.596
20,0.567
