run,idi_ratio
1,0.033
2,0.047
3,0.043
4,0.032
5,0.044
6,0.031
7,0.027
8,0.047
9,0.047
10,0.042
11,0.038
12,0.046
13,0.031
14,0.042
15,0.032
16,0.038
17,0.036
18,0.051
19,0.039
20,0.044
