run,idi_ratio
1,0.26
2,0.277
3,0.242
4,0.285
5,0.243
6,0.239
7,0.265
8,0.286
9,0.32
10,0.285
11,0.305
12,0.303
13,0.254
14,0.237
15,0.263
16,0.305
17,0.279
18,0.292
19,0.204
20,0.252
