run,idi_ratio
1,0.105
2,0.108
3,0.102
4,0.113
5,0.103
6,0.105
7,0.097
8,0.108
9,0.099
10,0.1
11,0.115
12,0.113
13,0.094
14,0.124
15,0.104
16,0.107
17,0.115
18,0.087
19,0.099
20,0.101
