run,idi_ratio
1,0.269
2,0.302
3,0.314
4,0.249
5,0.286
6,0.292
7,0.325
8,0.28
9,0.279
10,0.305
11,0.301
12,0.276
13,0.266
14,0.306
15,0.281
16,0.295
17,0.282
18,0.303
19,0.292
20,0.258
