run,idi_ratio
1,0.266
2,0.268
3,0.267
4,0.277
5,0.297
6,0.306
7,0.298
8,0.297
9,0.284
10,0.293
11,0.271
12,0.283
13,0.278
14,0.297
15,0.259
16,0.285
17,0.289
18,0.303
19,0.282
20,0.298
