run,idi_ratio
1,0.216
2,0.196
3,0.125
4,0.129
5,0.083
6,0.169
7,0.181
8,0.143
9,0.187
10,0.018
11,0.191
12,0.163
13,0.195
14,0.161
15,0.161
16,0.151
17,0.228
18,0.186
19,0.154
20,0.152
