run,idi_ratio
1,0.023
2,0.02
3,0.017
4,0.02
5,0.027
6,0.017
7,0.013
8,0.02
9,0.016
10,0.02
11,0.03
12,0.024
13,0.017
14,0.022
15,0.019
16,0.015
17,0.025
18,0.018
19,0.022
20,0.016
